ref_pmid	assess_pmid	relevance
29673311	23140471	1
29673311	24267585	1
29673311	25374390	1
29673311	26756402	1
29673311	27797773	1
29673311	27818677	1
29673311	28968641	1
29673311	23418186	0
29673311	25946106	0
29673311	26441427	0
29673311	27282356	0
29673311	27913362	0
29673311	28088356	0
29673311	28222000	0
29673311	28818468	0
29673311	28961795	0
29673311	29186331	0
29351199	19004247	2
29351199	19902374	2
29351199	22095031	2
29351199	22610706	2
29351199	22708349	2
29351199	23141829	2
29351199	23446489	2
29351199	24031354	2
29351199	24159293	2
29351199	24298212	2
29351199	25410961	2
29351199	25448449	2
29351199	25547807	2
29351199	25591667	2
29351199	26279194	2
29351199	26790937	2
29351199	27251096	2
29351199	27255108	2
29351199	27303652	2
29351199	27913076	2
29351199	28129375	2
29351199	28131956	2
29351199	28524019	2
29351199	29611650	2
29351199	18534827	1
29351199	19382603	1
29351199	20298773	1
29351199	22736609	1
29351199	23664186	1
29351199	24294245	1
29351199	25881525	1
29351199	26173695	1
29351199	26948126	1
29351199	27694725	1
29351199	28214190	1
29351199	28757274	1
29079624	18302314	2
29079624	18445038	2
29079624	18479436	2
29079624	18493065	2
29079624	19261625	2
29079624	19267902	2
29079624	19286778	2
29079624	19436716	2
29079624	19577617	2
29079624	20175998	2
29079624	20471265	2
29079624	20562106	2
29079624	21106074	2
29079624	21112388	2
29079624	21228482	2
29079624	22094012	2
29079624	22742413	2
29079624	23028019	2
29079624	24942338	2
29079624	25212861	2
29079624	25451586	2
29079624	25622822	2
29079624	25656103	2
29079624	25656244	2
29079624	25673756	2
29079624	25852994	2
29079624	25897324	2
29079624	26162870	2
29079624	26873317	2
29079624	27003269	2
29079624	27036139	2
29079624	28126723	2
29079624	28265724	2
29079624	28360888	2
29079624	28510917	2
29079624	28869826	2
29079624	29532900	2
29079624	19762443	1
29079624	19805302	1
29079624	20172030	1
29079624	20480039	1
29079624	21304888	1
29079624	21421300	1
29079624	23420642	1
29079624	23921235	1
29079624	26587879	1
29079624	27587784	1
29079624	27610566	1
29079624	28867387	1
29554129	18349109	2
29554129	20889691	2
29554129	21645618	2
29554129	22753468	2
29554129	24144912	2
29554129	24324976	2
29554129	25818303	2
29554129	25874215	2
29554129	26738925	2
29554129	27163532	2
29554129	27427208	2
29554129	27535047	2
29554129	28192064	2
29554129	28271980	2
29554129	28570693	2
29554129	28715413	2
29554129	28796799	2
29554129	29202041	2
29554129	29557341	2
29554129	20939884	1
29554129	20957153	1
29554129	22806993	1
29554129	23202267	1
29554129	23936579	1
29554129	24492376	1
29554129	26689277	1
29554129	27573623	1
29554129	27869394	1
29554129	28152011	1
29554129	28277199	1
29554129	28506207	1
29554129	28558804	1
29554129	28614394	1
29554129	29217264	1
29554129	29447265	1
29554129	29549363	1
29554129	28829414	0
29554129	29216317	0
29673311	18989036	2
29673311	21233522	2
29673311	23314126	2
29673311	24064422	2
29673311	25618863	2
29673311	28108305	2
29673311	28881217	2
29673311	18704938	1
29673311	18847492	1
29673311	19183478	1
29673311	19244388	1
29673311	20225257	1
29673311	21328707	1
29673311	22016406	1
29673311	22046350	1
29673311	22847931	1
29673311	23047561	1
29673311	23140471	1
29673311	23626696	1
29673311	24267585	1
29673311	25064567	1
29673311	25374390	1
29673311	25431331	1
29673311	25474679	1
29673311	25974172	1
29673311	26130575	1
29673311	26756402	1
29673311	27115648	1
29673311	27153618	1
29673311	27330543	1
29673311	27797773	1
29673311	27818677	1
29673311	27978812	1
29673311	28056090	1
29673311	28472263	1
29673311	28845538	1
29673311	28865433	1
29673311	28968641	1
29673311	29036497	1
29673311	29082551	1
29673311	29228185	1
29673311	29370750	1
29673311	29718112	1
29673311	22194998	0
29673311	23504705	0
29673311	25946106	0
29673311	26441427	0
29673311	27282356	0
29673311	27913362	0
29673311	28088356	0
29673311	28222000	0
29673311	28541224	0
29673311	28818468	0
29673311	29186331	0
29536964	20873445	2
29536964	21755722	2
29536964	21889708	2
29536964	22435369	2
29536964	22954971	2
29536964	22988894	2
29536964	23692573	2
29536964	24886064	2
29536964	25726502	2
29536964	26405473	2
29536964	27048693	2
29536964	27273860	2
29536964	27965285	2
29536964	28576782	2
29536964	28748994	2
29536964	28780236	2
29536964	29651371	2
29536964	29728903	2
29536964	20719535	1
29536964	21121996	1
29536964	23376392	1
29536964	25959499	1
29536964	26019713	1
29536964	27865697	1
29536964	29690709	1
29536964	22851547	0
29536964	24948503	0
29536964	29445434	0
29536964	29450625	0
29703180	19450941	2
29703180	19486370	2
29703180	20680319	2
29703180	21944776	2
29703180	22687768	2
29703180	22717910	2
29703180	23756500	2
29703180	26807997	2
29703180	27441983	2
29703180	27918905	2
29703180	28018985	2
29703180	20399048	1
29703180	21418219	1
29703180	21457454	1
29703180	21895813	1
29703180	21940123	1
29703180	22261553	1
29703180	22265462	1
29703180	22549686	1
29703180	22783838	1
29703180	23217374	1
29703180	23533790	1
29703180	23835078	1
29703180	24095855	1
29703180	24295009	1
29703180	24380066	1
29703180	24724140	1
29703180	24931852	1
29703180	25030187	1
29703180	25048008	1
29703180	25177143	1
29703180	25191076	1
29703180	25335362	1
29703180	25509510	1
29703180	25709315	1
29703180	26005298	1
29703180	26096239	1
29703180	26250402	1
29703180	26698388	1
29703180	27051223	1
29703180	27264683	1
29703180	27426840	1
29703180	27555738	1
29703180	28645095	1
29703180	28891350	1
29703180	29117240	1
29703180	29301112	1
29703180	29428451	1
29703180	29516249	1
29703180	29519970	1
29703180	29709721	1
29703180	29752198	1
29466403	25685347	2
29466403	25780832	2
29466403	25881058	2
29466403	26114573	2
29466403	26328612	2
29466403	27154585	2
29466403	27435648	2
29466403	28060935	2
29466403	29524317	2
29466403	29791440	2
29466403	18662389	1
29466403	18836045	1
29466403	19127666	1
29466403	19235463	1
29466403	20191165	1
29466403	20807395	1
29466403	22132247	1
29466403	22185694	1
29466403	23116608	1
29466403	24118491	1
29466403	24386244	1
29466403	24551264	1
29466403	24728746	1
29466403	25250997	1
29466403	25328631	1
29466403	26721555	1
29466403	26859829	1
29466403	27377767	1
29466403	27486744	1
29466403	28421186	1
29466403	28742094	1
29466403	28760263	1
29466403	28991898	1
29466403	29067191	1
29466403	25391011	0
29466403	28746395	0
29601604	21779367	2
29601604	22250204	2
29601604	23254340	2
29601604	25269086	2
29601604	25630460	2
29601604	26150935	2
29601604	29158989	2
29601604	29391434	2
29601604	18382676	1
29601604	19173291	1
29601604	20357266	1
29601604	21163521	1
29601604	21386437	1
29601604	22292799	1
29601604	22870384	1
29601604	23085962	1
29601604	23249636	1
29601604	23454549	1
29601604	24388800	1
29601604	24974036	1
29601604	25081616	1
29601604	25526367	1
29601604	29174589	1
29601604	29476471	1
29601604	19361585	0
29601604	19362163	0
29601604	22210127	0
29601604	23311633	0
29601604	24447135	0
29601604	24988307	0
29601604	25963444	0
29601604	27191513	0
29541680	19162904	2
29541680	21913539	2
29541680	22163453	2
29541680	25126592	2
29541680	27171196	2
29541680	20830980	1
29541680	22346611	1
29541680	28621745	1
29541680	28991217	1
29541680	18425547	0
29541680	19465409	0
29541680	19508717	0
29541680	19919329	0
29541680	20219841	0
29541680	20588256	0
29541680	21143545	0
29541680	21413576	0
29541680	21830496	0
29541680	22046554	0
29541680	22049915	0
29541680	22213259	0
29541680	22513730	0
29541680	22648892	0
29541680	22674093	0
29541680	23894072	0
29541680	23965425	0
29541680	24248622	0
29541680	24455471	0
29541680	24578673	0
29541680	25350022	0
29541680	25400123	0
29541680	25599727	0
29541680	25784191	0
29541680	26219012	0
29541680	26282860	0
29541680	26323653	0
29541680	26568556	0
29541680	26578479	0
29541680	26742371	0
29541680	26796739	0
29541680	27189312	0
29541680	27268006	0
29541680	27756401	0
29541680	28028323	0
29541680	28134853	0
29541680	28531155	0
29541680	28580405	0
29541680	28609268	0
29541680	28648095	0
29541680	29086208	0
29541680	29244712	0
29541680	29276746	0
29541680	29398722	0
29541680	29605949	0
29723268	25100712	2
29723268	25188313	2
29723268	25315507	2
29723268	25587897	2
29723268	25690852	2
29723268	25819794	2
29723268	25894090	2
29723268	26066060	2
29723268	26096991	2
29723268	26305800	2
29723268	26556280	2
29723268	26724720	2
29723268	26772810	2
29723268	26817415	2
29723268	26832693	2
29723268	26928663	2
29723268	27037013	2
29723268	27119535	2
29723268	27145843	2
29723268	27151215	2
29723268	27210043	2
29723268	27340770	2
29723268	27474397	2
29723268	27494557	2
29723268	27698232	2
29723268	27698246	2
29723268	27905063	2
29723268	28176880	2
29723268	28251317	2
29723268	28412228	2
29723268	28456968	2
29723268	28643250	2
29723268	28643251	2
29723268	28900076	2
29723268	29135047	2
29723268	29150011	2
29723268	29176845	2
29723268	29185448	2
29723268	29323173	2
29723268	29748649	2
29723268	24257628	1
29723268	25879861	1
29723268	26131852	1
29723268	26336798	1
29723268	26448933	1
29723268	26470680	1
29723268	28098143	1
29723268	28706963	1
29723268	28712494	1
29723268	28918562	1
29723268	29019352	1
29723268	29332168	1
29723268	29569825	1
29662016	18817547	2
29662016	19072179	2
29662016	19995919	2
29662016	20718718	2
29662016	21694904	2
29662016	21753890	2
29662016	22253822	2
29662016	22379178	2
29662016	22956879	2
29662016	23346260	2
29662016	23637552	2
29662016	23781138	2
29662016	23967405	2
29662016	24466286	2
29662016	24619223	2
29662016	24715950	2
29662016	25207103	2
29662016	25879673	2
29662016	26205247	2
29662016	26295288	2
29662016	27789971	2
29662016	28690828	2
29662016	29236732	2
29662016	29443061	2
29662016	20017717	1
29662016	20455410	1
29662016	21590753	1
29662016	23141587	1
29662016	23745373	1
29662016	23817701	1
29662016	24103333	1
29662016	24359556	1
29662016	27107653	1
29662016	27692092	1
29662016	29469222	1
29662016	18452806	0
29662016	18702339	0
29662016	19597005	0
29662016	20513553	0
29662016	21411605	0
29662016	21761794	0
29662016	24215678	0
29662016	24523212	0
29662016	24739342	0
29662016	25490690	0
29662016	25705394	0
29662016	28625898	0
29673146	18822408	2
29673146	22040773	2
29673146	22676966	2
29673146	22978511	2
29673146	24022236	2
29673146	24103187	2
29673146	24922494	2
29673146	24955551	2
29673146	25374095	2
29673146	25539512	2
29673146	25689570	2
29673146	26752601	2
29673146	26867988	2
29673146	27046644	2
29673146	27623117	2
29673146	27718369	2
29673146	27839782	2
29673146	27929610	2
29673146	28323284	2
29673146	20486861	1
29673146	22429365	1
29673146	23557429	1
29673146	24314926	1
29673146	24970773	1
29673146	25578796	1
29673146	26467411	1
29673146	27155594	1
29673146	18190674	0
29673146	25533909	0
29673146	26999550	0
29508107	23362325	2
29508107	24521523	2
29508107	24627434	2
29508107	25359880	2
29508107	27085251	2
29508107	28120036	2
29508107	29381229	2
29508107	29535817	2
29508107	20964802	1
29508107	23466818	1
29508107	26449837	1
29508107	26755876	1
29508107	27878117	1
29508107	28621802	1
29508107	19406040	0
29508107	19690030	0
29508107	20480845	0
29508107	20616584	0
29508107	20954330	0
29508107	21071995	0
29508107	21094448	0
29508107	21469082	0
29508107	21725516	0
29508107	21745288	0
29508107	22038662	0
29508107	22563643	0
29508107	23074392	0
29508107	23074393	0
29508107	23232273	0
29508107	23601196	0
29508107	24123111	0
29508107	24135988	0
29508107	24416722	0
29508107	24519322	0
29508107	24683497	0
29508107	25086932	0
29508107	25182146	0
29508107	25339839	0
29508107	25472660	0
29508107	26335224	0
29508107	26527250	0
29508107	26924089	0
29508107	27164900	0
29508107	27508179	0
29508107	27803608	0
29508107	27942837	0
29508107	28429188	0
29508107	28474165	0
29508107	28698202	0
29508107	28893116	0
29508107	29124280	0
29508107	29264581	0
28814746	16638632	2
28814746	17951380	2
28814746	18287745	2
28814746	18310041	2
28814746	18344360	2
28814746	19074391	2
28814746	19783632	2
28814746	19933357	2
28814746	21764914	2
28814746	23442205	2
28814746	23504316	2
28814746	25849574	2
28814746	25853849	2
28814746	25900124	2
28814746	27706107	2
28814746	28248218	2
28814746	18174341	1
28814746	19050758	1
28814746	19135914	1
28814746	19388265	1
28814746	20212089	1
28814746	21131496	1
28814746	21151985	1
28814746	21209955	1
28814746	21402769	1
28814746	21714946	1
28814746	22613209	1
28814746	22685571	1
28814746	22859613	1
28814746	23768487	1
28814746	23768499	1
28814746	24291227	1
28814746	24928312	1
28814746	25069977	1
28814746	25186640	1
28814746	25653902	1
28814746	25806024	1
28814746	27185828	1
28814746	27599615	1
28814746	27747296	1
28814746	28924032	1
28814746	29691368	1
28814746	28239370	0
29716593	25936657	2
29716593	27158380	2
29716593	28288173	2
29716593	28514762	2
29716593	29636867	2
29716593	22605671	1
29716593	23817697	1
29716593	24854539	1
29716593	25689795	1
29716593	27097056	1
29716593	27298156	1
29716593	27465405	1
29716593	28184940	1
29716593	28484086	1
29716593	28544609	1
29716593	28737829	1
29716593	28831102	1
29716593	29045858	1
29716593	29103021	1
29716593	29137225	1
29716593	29221160	1
29716593	29360436	1
29716593	29393451	1
29716593	29440731	1
29716593	29573483	1
29716593	29658599	1
29716593	29758559	1
29716593	29794795	1
29716593	28395271	0
29716593	28774651	0
29716593	28984197	0
29716593	29479369	0
29716593	29781033	0
26366726	18496756	2
26366726	18930563	2
26366726	19135985	2
26366726	19602544	2
26366726	20490504	2
26366726	21389632	2
26366726	21660574	2
26366726	21866346	2
26366726	22808152	2
26366726	22904269	2
26366726	23356734	2
26366726	23707882	2
26366726	23762295	2
26366726	24184451	2
26366726	24393105	2
26366726	24479715	2
26366726	24705986	2
26366726	24877670	2
26366726	24909687	2
26366726	24971506	2
26366726	25192890	2
26366726	25219306	2
26366726	25234727	2
26366726	25496091	2
26366726	25657343	2
26366726	25793865	2
26366726	26202169	2
26366726	26202734	2
26366726	26536863	2
26366726	26650836	2
26366726	26687967	2
26366726	26834774	2
26366726	26884722	2
26366726	27085481	2
26366726	27123829	2
26366726	27213684	2
26366726	27316630	2
26366726	27518221	2
26366726	27541276	2
26366726	27981726	2
26366726	28222350	2
26366726	28487715	2
26366726	28640834	2
26366726	28751902	2
26366726	28830364	2
26366726	28935951	2
26366726	29552555	2
26366726	29576087	2
26366726	29616395	2
26366726	18945933	1
26366726	24838653	1
26366726	26160315	1
29423194	19229813	2
29423194	19820003	2
29423194	21245934	2
29423194	24119584	2
29423194	24293193	2
29423194	25852881	2
29423194	26034584	2
29423194	26783738	2
29423194	26895749	2
29423194	27274834	2
29423194	27818766	2
29423194	28031344	2
29423194	28161264	2
29423194	28584624	2
29423194	29355169	2
29423194	29361126	2
29423194	29423210	2
29423194	29497512	2
29423194	29684185	2
29423194	20071881	1
29423194	20433426	1
29423194	20979969	1
29423194	21624070	1
29423194	21669881	1
29423194	23774488	1
29423194	24827775	1
29423194	25165174	1
29423194	25165182	1
29423194	25636789	1
29423194	25839740	1
29423194	26561356	1
29423194	27469154	1
29423194	28336050	1
29423194	28779237	0
29334985	20529295	2
29334985	21731139	2
29334985	21997181	2
29334985	23927946	2
29334985	24188647	2
29334985	25988561	2
29334985	26978730	2
29334985	27508490	2
29334985	19349566	1
29334985	20854056	1
29334985	21830913	1
29334985	22347653	1
29334985	23396024	1
29334985	23418529	1
29334985	23514611	1
29334985	23696762	1
29334985	25143919	1
29334985	25861294	1
29334985	26294202	1
29334985	26545506	1
29334985	28287410	1
29334985	28671590	1
29334985	29049309	1
29673146	18822408	2
29673146	22040773	2
29673146	22676966	2
29673146	22978511	2
29673146	24022236	2
29673146	24103187	2
29673146	24922494	2
29673146	24955551	2
29673146	25010396	2
29673146	25038867	2
29673146	25374095	2
29673146	25426012	2
29673146	25539512	2
29673146	26867988	2
29673146	27046644	2
29673146	27623117	2
29673146	27718369	2
29673146	27839782	2
29673146	27929610	2
29673146	28271731	2
29673146	28323284	2
29673146	28666206	2
29673146	29748628	2
29673146	19058788	1
29673146	20486861	1
29673146	20655113	1
29673146	22190250	1
29673146	22406334	1
29673146	22429365	1
29673146	24339138	1
29673146	24388038	1
29673146	24434008	1
29673146	24970773	1
29673146	26415966	1
29673146	27155594	1
29673146	28758582	1
29673146	28939975	1
29673146	29138992	1
29673146	29150145	1
29673146	18190674	0
29673146	19497250	0
29673146	21040286	0
29673146	21084787	0
29673146	23251751	0
29673146	23391164	0
29673146	24862657	0
29673146	24916626	0
29673146	25533909	0
29673146	26290264	0
29673146	26999550	0
29673146	27249092	0
29673146	27835721	0
29673146	28933261	0
29673146	29195773	0
29439688	18213512	2
29439688	18309273	2
29439688	18951906	2
29439688	19340926	2
29439688	19352037	2
29439688	19490103	2
29439688	19653994	2
29439688	19778900	2
29439688	19841977	2
29439688	20096326	2
29439688	20120044	2
29439688	20372028	2
29439688	20735839	2
29439688	21345329	2
29439688	22112406	2
29439688	22579388	2
29439688	22587786	2
29439688	23771845	2
29439688	24157442	2
29439688	24293733	2
29439688	24564902	2
29439688	24641104	2
29439688	24657866	2
29439688	24815317	2
29439688	25534779	2
29439688	25613522	2
29439688	25957260	2
29439688	26019494	2
29439688	26034298	2
29439688	26138395	2
29439688	26672446	2
29439688	26686608	2
29439688	26992794	2
29439688	27318711	2
29439688	27702470	2
29439688	27825339	2
29439688	28546828	2
29439688	28974575	2
29439688	29421709	2
29439688	29588661	2
29439688	21369910	1
29439688	21792591	1
29439688	22763748	1
29439688	22941270	1
29439688	23877303	1
29439688	24343767	1
29439688	25315053	1
29439688	26171785	1
29439688	26250549	1
29439688	18338380	0
29402700	27124335	2
29402700	27587790	2
29402700	29684152	2
29402700	20927778	1
29402700	21310658	1
29402700	21949851	1
29402700	22586051	1
29402700	25456366	1
29402700	25456371	1
29402700	26035698	1
29402700	26471980	1
29402700	28404093	1
29402700	28415702	1
28940651	19455583	2
28940651	22796663	2
28940651	24165921	2
28940651	25024457	2
28940651	25710531	2
28940651	26101081	2
28940651	26166299	2
28940651	26814588	2
28940651	27312491	2
28940651	27965541	2
28940651	18172773	1
28940651	20549738	1
28940651	20978131	1
28940651	21051629	1
28940651	23456566	1
28940651	23493660	1
28940651	24035825	1
28940651	24275321	1
28940651	24721734	1
28940651	24851283	1
28940651	26282119	1
28940651	26442841	1
28940651	26628089	1
28940651	26801084	1
28940651	27716830	1
28940651	28671962	1
28940651	29769557	1
28940651	19429890	0
28940651	19815855	0
28940651	21536841	0
28940651	22192173	0
28940651	23700466	0
28940651	24262204	0
28940651	24671993	0
28940651	26961174	0
28940651	29244098	0
28940651	29556912	0
28985478	23771823	2
28985478	25281741	2
28985478	26408199	2
28985478	26700537	2
28985478	27440103	2
28985478	28300534	2
28985478	18227223	1
28985478	18978305	1
28985478	20085455	1
28985478	20615197	1
28985478	22952710	1
28985478	22995065	1
28985478	23144703	1
28985478	23793891	1
28985478	23906346	1
28985478	24608100	1
28985478	25762536	1
28985478	25784052	1
28985478	25811598	1
28985478	26810656	1
28985478	27244240	1
28985478	27316992	1
28985478	27760856	1
28985478	29097169	1
28985478	18334927	0
28985478	18425143	0
28985478	23256814	0
28985478	23325663	0
28985478	25266565	0
28985478	25352139	0
28985478	25419488	0
29396388	20002707	2
29396388	23615206	2
29396388	23856364	2
29396388	24997562	2
29396388	28345749	2
29396388	18350477	1
29396388	19247040	1
29396388	19259062	1
29396388	19491589	1
29396388	19635004	1
29396388	19909444	1
29396388	21742838	1
29396388	21835753	1
29396388	21889652	1
29396388	21993045	1
29396388	22002643	1
29396388	22190046	1
29396388	22438759	1
29396388	22547118	1
29396388	22587895	1
29396388	22673082	1
29396388	23522610	1
29396388	23731567	1
29396388	24301403	1
29396388	25204863	1
29396388	25471837	1
29396388	25575231	1
29396388	25826762	1
29396388	25981720	1
29396388	26514069	1
29396388	26594937	1
29396388	26814897	1
29396388	27212424	1
29396388	27221392	1
29396388	28366081	1
29396388	28576233	1
29396388	29170331	1
29396388	29197316	1
29396388	29257053	1
29396388	29553040	1
29396388	29626139	1
29396388	29661267	1
29396388	29846209	1
29396388	18504261	0
29396388	19739457	0
29396388	21319555	0
29396388	25915603	0
29396388	26080117	0
29396388	26632963	0
29396388	27790381	0
29396388	27790383	0
29324707	20879516	2
29324707	25461046	2
29324707	25793220	2
29324707	28170409	2
29324707	29704356	2
29324707	29745152	2
29324707	29778955	2
29324707	18269300	1
29324707	20176822	1
29324707	21494827	1
29324707	21869514	1
29324707	22531672	1
29324707	22583784	1
29324707	22705904	1
29324707	25602407	1
29324707	27677996	1
29324707	27966638	1
29324707	28332086	1
29324707	28380563	1
29324707	28793399	1
29324707	29737698	1
29324707	19288734	0
29324707	20355054	0
29324707	20387431	0
29324707	21712579	0
29324707	22031562	0
29324707	23094596	0
29324707	23099926	0
29324707	23426264	0
29324707	23974447	0
29324707	24593892	0
29324707	25324855	0
29324707	25638338	0
29324707	27119061	0
29324707	27155080	0
29324707	27352017	0
29324707	27423015	0
29324707	28121129	0
29324707	28677839	0
29324707	28727028	0
29324707	28805887	0
29324707	28831519	0
29629363	21411136	2
29629363	25784747	2
29629363	19608555	1
29629363	21233079	1
29629363	21482011	1
29629363	21756971	1
29629363	24308086	1
29629363	24355058	1
29629363	24403981	1
29629363	26438655	1
29629363	26439830	1
29629363	26690816	1
29629363	26898412	1
29629363	27025150	1
29629363	28367430	1
29629363	28853764	1
29629363	28874940	1
29629363	29123857	1
29629363	29218906	1
29629363	19010579	0
29629363	20703751	0
29629363	21921864	0
29629363	23187980	0
29629363	25308134	0
29629363	25805116	0
29629363	26005017	0
29629363	26268349	0
29629363	26733567	0
29629363	26794047	0
29629363	26835564	0
29629363	27286655	0
29629363	27685832	0
29629363	28375565	0
29629363	29214598	0
29629363	29420459	0
29629363	29714603	0
25504833	18592189	2
25504833	19129212	2
25504833	20195258	2
25504833	23913834	2
25504833	24555897	2
25504833	25303385	2
25504833	25644178	2
25504833	25690415	2
25504833	25728987	2
25504833	26320829	2
25504833	27975220	2
25504833	27975292	2
25504833	29590305	2
25504833	29790911	2
25504833	18310057	1
25504833	18356204	1
25504833	18618656	1
25504833	18937557	1
25504833	19698148	1
25504833	21241018	1
25504833	22480257	1
25504833	25273105	1
25504833	25578092	1
25504833	25648416	1
25504833	26216596	1
25504833	28250403	1
25504833	29757692	1
25504833	21726049	0
29086492	20622510	2
29086492	22454117	2
29086492	22560722	2
29086492	22902388	2
29086492	24449637	2
29086492	24688674	2
29086492	27067279	2
29086492	28556619	2
29086492	20711797	1
29086492	21312367	1
29086492	26639315	1
29086492	27131894	1
29086492	27869292	1
29086492	27977910	1
29086492	28188692	1
29086492	28393478	1
29086492	28401675	1
29086492	28547754	1
29086492	29314774	1
29086492	27236550	0
29086492	27689949	0
29086492	29226613	0
29444700	22258985	2
29444700	25874724	2
29444700	28368093	2
29444700	22647316	1
29444700	25875655	1
29444700	26447539	1
29444700	27160239	1
29444700	22742585	0
29444700	23738619	0
29444700	24521166	0
29444700	24887455	0
29444700	25115243	0
29444700	26399572	0
29444700	26525141	0
29444700	26558418	0
29444700	26857705	0
29444700	27072358	0
29444700	27105714	0
29444700	27960245	0
29444700	28075489	0
29444700	28086992	0
29444700	28114736	0
29444700	29374003	0
29444700	29525767	0
29444700	29595644	0
29659541	27868318	2
29659541	27911897	2
29659541	27966802	2
29659541	28148798	2
29659541	28182948	2
29659541	28680856	2
29659541	28746373	2
29659541	28878076	2
29659541	28961800	2
29659541	28985234	2
29659541	29225778	2
29659541	29298885	2
29659541	29378173	2
29659541	29540804	2
29659541	29751638	2
29659541	26993028	1
29659541	27029595	1
29659541	27070380	1
29659541	27553173	1
29659541	27555311	1
29659541	27795432	1
29659541	27923889	1
29659541	28120186	1
29659541	28217114	1
29659541	28243937	1
29659541	28410349	1
29659541	29135369	1
29659541	29267920	1
29659541	29267924	1
29659541	29276699	1
29659541	29555345	1
29659541	27183312	0
29659541	27399828	0
29659541	27704772	0
29659541	28478426	0
29659541	28525510	0
29659541	29050846	0
29659541	29406461	0
29267850	25908790	2
29267850	29474529	1
29267850	29529024	1
29267850	21278190	0
29267850	21349869	0
29267850	21742634	0
29267850	23672645	0
29267850	23732275	0
29267850	23825369	0
29267850	25078398	0
29267850	25861964	0
29267850	26656004	0
29267850	26656932	0
29267850	26708334	0
29267850	26794315	0
29267850	26861821	0
29267850	27296979	0
29267850	27515740	0
29267850	28172469	0
29267850	28334338	0
29267850	28505226	0
29267850	28582538	0
29267850	28620455	0
29267850	28637232	0
29267850	28961721	0
29267850	28968689	0
29267850	29036298	0
29267850	29048466	0
29267850	29228186	0
29267850	29272339	0
29267850	29309527	0
29267850	29360936	0
29267850	29522124	0
28101859	18093992	2
28101859	18342539	2
28101859	18491064	2
28101859	18555680	2
28101859	18753226	2
28101859	18842638	2
28101859	19059267	2
28101859	19209813	2
28101859	19215225	2
28101859	19693805	2
28101859	19805097	2
28101859	19889643	2
28101859	20034111	2
28101859	20176112	2
28101859	20178846	2
28101859	20211731	2
28101859	20365192	2
28101859	20676430	2
28101859	20813113	2
28101859	21045134	2
28101859	21445309	2
28101859	21462929	2
28101859	21516532	2
28101859	22451899	2
28101859	23691037	2
28101859	25402423	2
28101859	25446089	2
28101859	25621895	2
28101859	26208326	2
28101859	26527144	2
28101859	26771248	2
28101859	27276269	2
28101859	27492088	2
28101859	27694444	2
28101859	27803112	2
28101859	27884598	2
28101859	28101858	2
28101859	28101860	2
28101859	28185384	2
28101859	28835994	2
28101859	28968723	2
28101859	29481850	2
28101859	29695426	2
28101859	29722888	2
28101859	25060334	1
28101859	25448888	1
28101859	25866652	1
28101859	19764756	0
28101859	21261388	0
28101859	22227228	0
26024445	20223979	2
26024445	22348778	2
26024445	25043012	2
26024445	25108355	2
26024445	25448889	2
26024445	25569776	2
26024445	25626320	2
26024445	25626321	2
26024445	25692618	2
26024445	25843596	2
26024445	26730808	2
26024445	27338790	2
26024445	27601648	2
26024445	28894755	2
26024445	28978850	2
26024445	29358579	2
26024445	21376703	1
26024445	25999370	1
26024445	26188093	1
26024445	27751757	1
26024445	17929009	0
26024445	19072119	0
26024445	19261617	0
26024445	19500589	0
26024445	19646995	0
26024445	19923718	0
26024445	20678482	0
26024445	21111747	0
26024445	21245344	0
26024445	21721586	0
26024445	21782815	0
26024445	21875158	0
26024445	21892169	0
26024445	22041449	0
26024445	22160461	0
26024445	22653923	0
26024445	23288897	0
26024445	23445222	0
26024445	23530186	0
26024445	23737157	0
26024445	24251463	0
26024445	25987292	0
26024445	26683494	0
26024445	26761154	0
26024445	26910426	0
26024445	27226581	0
26024445	27709728	0
26024445	28289188	0
26024445	29547262	0
29703142	20643856	2
29703142	21493779	2
29703142	21956657	2
29703142	22384400	2
29703142	23468633	2
29703142	25283706	2
29703142	26310945	2
29703142	26452100	2
29703142	28592495	2
29703142	19718951	1
29703142	19729455	1
29703142	20597881	1
29703142	20623355	1
29703142	21200387	1
29703142	21427413	1
29703142	21616112	1
29703142	22613937	1
29703142	22937698	1
29703142	23390527	1
29703142	25350459	1
29703142	27422773	1
29703142	27807798	1
29703142	21835179	0
29703142	22126848	0
29703142	22911454	0
29703142	23041268	0
29703142	23409175	0
29703142	23525445	0
29703142	26956590	0
29703142	27380139	0
29703142	27515598	0
29703142	29294296	0
20417093	18418744	2
20417093	18474424	2
20417093	18683943	2
20417093	19751970	2
20417093	19793648	2
20417093	19818605	2
20417093	19954216	2
20417093	20303314	2
20417093	20352980	2
20417093	20359932	2
20417093	20431239	2
20417093	20455588	2
20417093	20826083	2
20417093	20833536	2
20417093	21094040	2
20417093	21109428	2
20417093	21983406	2
20417093	21993326	2
20417093	23207058	2
20417093	23380939	2
20417093	23714693	2
20417093	24336109	2
20417093	25310867	2
20417093	25843280	2
20417093	26329771	2
20417093	26585009	2
20417093	27110772	2
20417093	27240231	2
20417093	28240158	2
20417093	28628981	2
20417093	28732989	2
20417093	28946094	2
20417093	29245130	2
20417093	29261252	2
20417093	17531473	1
20417093	19089650	1
20417093	19505820	1
20417093	19802734	1
20417093	20221864	1
20417093	20570507	1
20417093	21117436	1
29335486	26518482	2
29335486	28282436	2
